time,heading_ang,pos_x,pos_y,vel_x,vel_y,accel_x,accel_y
0,45,132,360,282.842712474619,282.84271247461896,0,500
0.006,44.69452610237797,119,376,282.842712474619,279.84271247461896,0,500
0.008,44.591979364828795,120,377,282.842712474619,278.84271247461896,0,500
0.014,44.28215512137344,121,378,282.842712474619,275.84271247461896,0,500
0.016,44.178148148145716,122,379,282.842712474619,274.84271247461896,0,500
0.022,43.863912867276476,124,381,282.842712474619,271.84271247461896,0,500
0.025,43.705541844006405,125,381,282.842712474619,270.34271247461896,0,500
0.032,43.33273057343568,127,383,282.842712474619,266.84271247461896,0,500
0.035,43.1715388780823,127,384,282.842712474619,265.34271247461896,0,500
0.041,42.84658517458022,129,386,282.842712474619,262.34271247461896,0,500
0.048,42.463103280846624,131,388,282.842712474619,258.84271247461896,0,500
0.051,42.29730108791754,132,388,282.842712474619,257.34271247461896,0,500
0.057,41.9630594553819,134,390,282.842712474619,254.34271247461896,0,500
0.065,41.51188557392991,137,391,282.842712474619,250.34271247461896,0,500
0.068,41.34105522449802,138,392,282.842712474619,248.84271247461896,0,500
0.074,40.996687640773345,139,393,282.842712474619,245.84271247461896,0,500
0.079,40.70693853160533,141,394,282.842712474619,243.34271247461896,0,500
0.082,40.53186939907391,142,395,282.842712474619,241.84271247461896,0,500
0.089,40.11979185462134,144,397,282.842712474619,238.34271247461896,0,500
0.092,39.94164227972171,145,397,282.842712474619,236.84271247461896,0,500
0.099,39.522326885212074,147,399,282.842712474619,233.34271247461896,0,500
0.102,39.3410541363984,147,400,282.842712474619,231.84271247461896,0,500
0.107,39.03683083942744,149,401,282.842712474619,229.34271247461896,0,500
0.114,38.606475381273356,151,402,282.842712474619,225.84271247461896,0,500
0.117,38.42044057422104,152,403,282.842712474619,224.34271247461896,0,500
0.124,37.98260767213263,154,405,282.842712474619,220.84271247461896,0,500
0.127,37.79334882144735,154,405,282.842712474619,219.34271247461896,0,500
0.132,37.47574998038094,156,406,282.842712474619,216.84271247461896,0,500
0.14,36.961922833877495,158,408,282.842712474619,212.84271247461896,0,500
0.143,36.76742842594187,159,409,282.842712474619,211.34271247461896,0,500
0.149,36.37546155657552,161,410,282.842712474619,208.34271247461896,0,500
0.156,35.91312165619731,163,412,282.842712474619,204.84271247461896,0,500
0.158,35.78002180691388,163,412,282.842712474619,203.84271247461896,0,500
0.165,35.310645696742036,165,413,282.842712474619,200.34271247461896,0,500
0.169,35.03995846572613,166,414,282.842712474619,198.34271247461896,0,500
0.174,34.69905976875668,168,415,282.842712474619,195.84271247461896,0,500
0.179,34.35532897296882,169,416,282.842712474619,193.34271247461896,0,500
0.183,34.078298222576386,170,417,282.842712474619,191.34271247461896,0,500
0.19,33.58910201942242,172,418,282.842712474619,187.84271247461896,0,500
0.193,33.37773010064291,173,419,282.842712474619,186.34271247461896,0,500
0.196,33.165325697201396,174,419,282.842712474619,184.84271247461896,0,500
0.201,32.80901936793679,176,419,282.842712474619,182.34271247461896,0,500
0.207,32.37764962346903,178,420,282.842712474619,179.34271247461896,0,500
0.212,32.01499886594478,179,421,282.842712474619,176.84271247461896,0,500
0.216,31.722795423188742,181,422,282.842712474619,174.84271247461896,0,500
0.223,31.206976812027605,183,423,282.842712474619,171.34271247461896,0,500
