time,heading_ang,pos_x,pos_y,vel_x,vel_y,accel_x,accel_y
0,29,132,360,585.9952037833951,324.8224455650458,0,600
0.005,28.77513083880671,122,374,585.9952037833951,321.8224455650458,0,600
0.011,28.50400280593722,126,376,585.9952037833951,318.2224455650458,0,600
0.014,28.367913458057792,128,377,585.9952037833951,316.42244556504585,0,600
0.02,28.094685023280363,131,379,585.9952037833951,312.8224455650458,0,600
0.023,27.957546356508715,134,379,585.9952037833951,311.0224455650458,0,600
0.029,27.68222130282608,137,381,585.9952037833951,307.42244556504585,0,600
0.031,27.59013613208007,139,381,585.9952037833951,306.2224455650458,0,600
0.038,27.266618479417232,143,383,585.9952037833951,302.0224455650458,0,600
0.04,27.17383680111105,144,384,585.9952037833951,300.8224455650458,0,600
0.046,26.894565096418177,147,386,585.9952037833951,297.2224455650458,0,600
0.048,26.80116599680362,149,386,585.9952037833951,296.0224455650458,0,600
0.05,26.707612819843277,150,387,585.9952037833951,294.8224455650458,0,600
0.055,26.473056575744295,153,388,585.9952037833951,291.8224455650458,0,600
0.061,26.19032169513548,156,390,585.9952037833951,288.2224455650458,0,600
0.064,26.048436835656574,158,391,585.9952037833951,286.42244556504585,0,600
0.07,25.76363470414782,162,393,585.9952037833951,282.8224455650458,0,600
0.073,25.620718460513046,163,394,585.9952037833951,281.0224455650458,0,600
0.079,25.33385833535101,167,395,585.9952037833951,277.42244556504585,0,600
0.081,25.237934429305042,168,396,585.9952037833951,276.2224455650458,0,600
0.087,24.949253606602383,171,397,585.9952037833951,272.62244556504584,0,600
0.089,24.85272424986114,173,398,585.9952037833951,271.42244556504585,0,600
0.095,24.562231644505772,176,400,585.9952037833951,267.8224455650458,0,600
0.098,24.41647779286751,178,400,585.9952037833951,266.0224455650458,0,600
0.104,24.12395855303447,182,401,585.9952037833951,262.42244556504585,0,600
0.106,24.026153231165594,184,402,585.9952037833951,261.2224455650458,0,600
0.112,23.73184374076554,187,403,585.9952037833951,257.62244556504584,0,600
0.115,23.584187857693948,189,404,585.9952037833951,255.82244556504583,0,600
0.121,23.28787797598821,192,405,585.9952037833951,252.22244556504583,0,600
0.124,23.13922570607869,194,406,585.9952037833951,250.42244556504582,0,600
0.13,22.84093099292872,198,408,585.9952037833951,246.82244556504583,0,600
0.137,22.49126029136505,202,409,585.9952037833951,242.62244556504584,0,600
0.14,22.340856979892123,204,410,585.9952037833951,240.82244556504583,0,600
0.147,21.98865301523736,208,412,585.9952037833951,236.62244556504584,0,600
0.15,21.837169747017597,209,412,585.9952037833951,234.82244556504583,0,600
0.155,21.583983372865433,212,414,585.9952037833951,231.82244556504583,0,600
0.162,21.228031272528852,216,415,585.9952037833951,227.62244556504584,0,600
0.165,21.074951036866267,219,415,585.9952037833951,225.82244556504583,0,600
0.172,20.716537548646173,223,416,585.9952037833951,221.62244556504584,0,600
0.175,20.5624092143088,225,417,585.9952037833951,219.82244556504583,0,600
0.18,20.304836649878993,228,418,585.9952037833951,216.82244556504583,0,600
0.184,20.098159296603697,230,419,585.9952037833951,214.42244556504585,0,600
0.188,19.890934907947255,233,420,585.9952037833951,212.0224455650458,0,600
0.196,19.4748581711508,237,422,585.9952037833951,207.2224455650458,0,600
0.199,19.31827413444303,239,422,585.9952037833951,205.42244556504582,0,600
0.205,19.0042057558247,243,423,585.9952037833951,201.82244556504583,0,600
0.212,18.63628906079792,247,425,585.9952037833951,197.62244556504584,0,600
0.216,18.42533110700309,249,426,585.9952037833951,195.22244556504583,0,600
0.222,18.10792263258341,254,426,585.9952037833951,191.62244556504584,0,600
0.229,17.736154949182676,258,427,585.9952037833951,187.42244556504582,0,600
0.232,17.576350342218575,259,428,585.9952037833951,185.6224455650458,0,600
0.239,17.202375905522928,264,429,585.9952037833951,181.42244556504582,0,600
0.246,16.82688392687156,268,430,585.9952037833951,177.22244556504583,0,600
0.25,16.61164463312447,270,431,585.9952037833951,174.82244556504583,0,600
0.255,16.3419160740104,273,432,585.9952037833951,171.82244556504583,0,600
0.259,16.12559517544932,275,433,585.9952037833951,169.42244556504582,0,600
0.263,15.908800985833096,278,433,585.9952037833951,167.0224455650458,0,600
0.271,15.47381149925161,283,433,585.9952037833951,162.2224455650458,0,600
0.274,15.31021497204732,285,434,585.9952037833951,160.42244556504582,0,600
0.277,15.146362288631849,287,434,585.9952037833951,158.6224455650458,0,600
0.28,14.98225553323492,289,435,585.9952037833951,156.8224455650458,0,600
0.288,14.54341148863746,293,436,585.9952037833951,152.02244556504584,0,600
0.292,14.323330284710934,296,437,585.9952037833951,149.62244556504584,0,600
0.297,14.047621136715662,299,438,585.9952037833951,146.62244556504584,0,600
